model,year,price,mileage,tax,mpg,engineSize,manual,automatic,fuelType,petrol,diesel,hybrid
Q5,2016,19833,34991,160,49.6,2,1,0,1,0,1,0
Corsa,2017,10498,11486,145,47.9,1.4,0,1,4,1,0,0
Q3,2015,16698,32914,145,52.3,2,1,0,1,0,1,0
Mokka X,2017,11795,30944,160,43.5,1.4,0,1,4,1,0,0
C Class,2019,23480,10934,145,45.6,1.5,0,1,4,1,0,0
A3,2018,18910,11956,145,60.1,1,1,0,4,1,0,0
Q7,2019,53490,6000,145,33.2,3,0,1,1,0,1,0
Ioniq,2019,23991,10,135,78.5,1.6,0,1,2,0,0,1
A3,2019,22910,6650,145,44.1,1.5,0,1,4,1,0,0
Arteon,2019,29999,2000,145,32.8,2,0,1,4,1,0,0
GLC Class,2019,71980,4017,145,22.1,4,0,1,4,1,0,0
Tiguan,2017,25490,37101,145,44.1,2,0,1,1,0,1,0
Golf,2019,30916,1955,145,32.8,2,0,1,4,1,0,0
Insignia,2018,13998,23158,145,65.7,1.6,1,0,1,0,1,0
Kodiaq,2019,31990,7096,145,39.2,2,0,1,1,0,1,0
Tiguan,2020,34995,1000,150,42.8,2,1,0,1,0,1,0
Superb,2018,18995,26681,150,62.8,2,0,1,1,0,1,0
Shuttle,2018,19998,22628,145,47.1,2,1,0,1,0,1,0
Q2,2017,19490,25221,30,54.3,1.4,0,1,4,1,0,0
Astra,2017,10383,22963,20,62.8,1,1,0,4,1,0,0
Santa Fe,2018,20250,7781,145,47.1,2.2,1,0,1,0,1,0
Fabia,2016,11695,16165,20,60.1,1.2,0,1,4,1,0,0
GLA Class,2017,19340,21425,145,56.5,2.1,0,1,1,0,1,0
Aygo,2010,3500,42300,20,62.8,1,1,0,4,1,0,0
Yeti Outdoor,2017,13791,12469,125,51.4,1.2,0,1,4,1,0,0
Golf,2013,10990,52099,20,68.9,2,1,0,1,0,1,0
Fabia,2017,7997,25121,150,64.2,1,1,0,4,1,0,0
I30,2017,10299,30335,145,68.9,1.6,0,1,1,0,1,0
Fabia,2019,10290,14391,150,60.1,1,1,0,4,1,0,0
Auris,2014,6291,62000,150,47.9,1.6,1,0,4,1,0,0
Scirocco,2016,15990,14500,150,47.1,2,1,0,4,1,0,0
RAV4,2019,28985,16709,140,51.1,2.5,0,1,2,0,0,1
Rapid,2017,9185,33599,145,74.3,1.6,1,0,1,0,1,0
Octavia,2019,14000,13029,150,72.4,1.6,0,1,1,0,1,0
I20,2019,13654,1600,145,47.9,1,1,0,4,1,0,0
C Class,2017,33202,21524,145,34,3,0,1,4,1,0,0
I10,2018,8490,19995,145,60.1,1,1,0,4,1,0,0
Yaris,2017,9595,9397,30,58,1.3,1,0,4,1,0,0
Superb,2019,23450,11466,145,62.8,2,0,1,1,0,1,0
Polo,2017,10392,13044,145,60.1,1.2,1,0,4,1,0,0
Land Cruiser,2019,45995,8967,150,30.1,2.8,0,1,1,0,1,0
A1,2018,12495,37074,145,76.4,1.6,1,0,1,0,1,0
E Class,2015,15998,50087,145,53.3,3,0,1,1,0,1,0
A Class,2017,16633,23979,145,68.9,2.1,0,1,1,0,1,0
Astra,2018,9699,14094,145,64.2,1,1,0,4,1,0,0
A3,2016,12500,19494,30,67.3,2,1,0,1,0,1,0
Sharan,2019,23995,2800,145,43.5,2,1,0,1,0,1,0
3 Series,2015,14391,56262,30,62.8,2,0,1,1,0,1,0
Aygo,2019,9850,4282,145,57.7,1,1,0,4,1,0,0
Aygo,2019,9495,9057,145,57.7,1,1,0,4,1,0,0
I20,2017,7995,49081,20,62.8,1,1,0,4,1,0,0
Corsa,2019,9700,8929,145,43.5,1.4,1,0,4,1,0,0
Astra,2015,4990,61000,145,48.7,1.4,1,0,4,1,0,0
GLC Class,2019,31999,6222,145,44.8,2,0,1,1,0,1,0
Aygo,2018,6990,18781,150,69,1,1,0,4,1,0,0
GLA Class,2014,14995,33361,30,62.8,2.1,0,1,1,0,1,0
Aygo,2018,8595,9895,145,68.9,1,1,0,4,1,0,0
GLE Class,2019,56490,5554,145,32.5,3,0,1,1,0,1,0
Viva,2017,6600,19750,145,62.8,1,1,0,4,1,0,0
Kuga,2017,16999,24242,150,54.3,2,1,0,1,0,1,0
Polo,2017,10950,13700,150,60.1,1.2,1,0,4,1,0,0
I10,2018,8380,7248,145,57.7,1.2,1,0,4,1,0,0
GLE Class,2020,54995,6700,150,32.8,3,0,1,1,0,1,0
Fabia,2018,9995,8200,145,57.7,1,1,0,4,1,0,0
A Class,2019,26980,16,145,28.5,2,0,1,4,1,0,0
A3,2017,19498,14413,145,56.5,1.5,0,1,4,1,0,0
Grandland X,2019,18995,5000,145,43.5,1.2,0,1,4,1,0,0
Crossland X,2019,11500,17012,145,47.1,1.2,1,0,4,1,0,0
3 Series,2019,37980,3078,145,34.9,3,0,1,4,1,0,0
3 Series,2019,28990,104,145,54.3,2,1,0,1,0,1,0
Q5,2016,19800,55224,200,47.1,2,0,1,1,0,1,0
Mondeo,2019,20000,7,145,65.7,2,1,0,1,0,1,0
E Class,2020,45499,999,145,41.5,3,0,1,1,0,1,0
Mokka X,2018,12000,16000,145,42.2,1.6,1,0,4,1,0,0
Polo,2020,13999,5000,145,52.3,1,1,0,4,1,0,0
A3,2016,12790,38341,125,52.3,1.4,1,0,4,1,0,0
C Class,2020,40991,1000,145,55.4,2,0,1,1,0,1,0
Crossland X,2018,13000,7231,145,47.1,1.2,1,0,4,1,0,0
X5,2019,63320,123,145,33.6,3,0,1,1,0,1,0
Verso,2011,7995,29761,145,53.3,2,1,0,1,0,1,0
C-MAX,2017,10998,13888,145,68.9,1.5,1,0,1,0,1,0
Fabia,2015,8000,27477,20,60.1,1.2,1,0,4,1,0,0
A4,2017,14495,15097,150,53.3,1.4,1,0,4,1,0,0
Superb,2017,15968,60273,145,61.4,2,0,1,1,0,1,0
IX35,2014,9295,31172,145,53.3,1.7,1,0,1,0,1,0
I10,2015,6995,7516,20,60.1,1,1,0,4,1,0,0
I30,2015,9290,30782,20,72.4,1.6,1,0,1,0,1,0
A8,2019,38975,7890,145,40.4,3,0,1,1,0,1,0
SL CLASS,2019,32990,1724,145,47.1,2,0,1,4,1,0,0
A3,2016,17990,48200,30,56.5,1.4,0,1,4,1,0,0
A3,2019,23990,8473,150,41.5,1.5,0,1,4,1,0,0
X1,2020,29995,1501,145,50.4,2,0,1,1,0,1,0
A3,2018,23490,14267,145,56.5,2,0,1,1,0,1,0
Kamiq,2019,17150,1000,145,47.9,1,1,0,4,1,0,0
4 Series,2014,17750,39801,160,50.4,3,0,1,1,0,1,0
Polo,2019,14950,74,145,57.7,1.6,1,0,1,0,1,0
X3,2013,12291,75395,160,50.4,2,0,1,1,0,1,0
Passat,2014,7391,76599,30,61.4,2,1,0,1,0,1,0
Crossland X,2019,14250,11815,145,42.2,1.2,0,1,4,1,0,0
A8,2018,40990,4440,145,37.7,3,0,1,4,1,0,0
IX35,2015,9700,26564,200,41.5,0,1,0,4,1,0,0
Corsa,2018,8991,4000,145,43.5,1.4,1,0,4,1,0,0
Golf,2017,19850,16650,135,166.2,1.4,0,1,2,0,0,1
1 Series,2019,23963,6317,145,41.5,1.5,1,0,4,1,0,0
EcoSport,2017,10450,12510,145,53.3,1,1,0,4,1,0,0
CL Class,2016,22990,6662,200,42.8,2,0,1,4,1,0,0
Yaris,2019,13400,5153,145,47.9,1.5,1,0,4,1,0,0
I10,2018,7495,8327,145,60.1,1,1,0,4,1,0,0
A3,2019,18000,4500,145,49.6,1.6,1,0,1,0,1,0
Golf,2013,12299,30992,20,67.3,2,1,0,1,0,1,0
A6,2016,18350,52255,30,61.4,2,0,1,1,0,1,0
Fiesta,2017,9895,19079,145,65.7,1,1,0,4,1,0,0
Tucson,2016,12498,21037,30,61.7,1.7,1,0,1,0,1,0
Kuga,2017,14698,24799,240,38.2,1.5,0,1,4,1,0,0
3 Series,2019,27280,7311,145,42.2,2,0,1,4,1,0,0
Yaris,2017,12995,19453,0,78,1.5,0,1,2,0,0,1
Octavia,2019,17990,2500,145,67.3,2,0,1,1,0,1,0
Q3,2013,8750,67727,145,54.3,2,1,0,1,0,1,0
Fabia,2019,8790,12986,145,57.7,1,1,0,4,1,0,0
Fiesta,2017,9495,10386,145,65.7,1,1,0,4,1,0,0
Tucson,2018,17995,4128,150,39.8,1.6,0,1,4,1,0,0
Q5,2018,27005,17640,145,40.9,2,0,1,4,1,0,0
Focus,2019,17000,10998,145,60.1,1,1,0,4,1,0,0
Polo,2016,9495,27900,20,60.1,1.2,1,0,4,1,0,0
Prius,2018,21995,9843,135,94.1,1.8,0,1,2,0,0,1
Fabia,2016,8995,27500,20,60.1,1.2,1,0,4,1,0,0
E Class,2013,10491,37895,145,55.4,2.1,0,1,1,0,1,0
A Class,2019,19250,15016,145,68.9,1.5,0,1,1,0,1,0
I30,2017,11500,11276,145,52.3,1.4,1,0,4,1,0,0
Beetle,2015,10995,50000,30,61.4,2,1,0,1,0,1,0
Corsa,2019,10990,100,145,43.5,1.4,1,0,4,1,0,0
X1,2019,24480,2425,145,51.4,1.5,1,0,4,1,0,0
3 Series,2015,12110,54905,125,58.9,2,1,0,1,0,1,0
4 Series,2019,24970,101,145,45.6,2,0,1,4,1,0,0
Yaris,2018,9695,33031,145,58.9,1.5,1,0,4,1,0,0
Tiguan,2020,26950,5000,145,47.9,2,1,0,1,0,1,0
Kuga,2019,21500,1916,145,28.8,1.5,0,1,4,1,0,0
Auris,2017,11998,3589,20,61.4,1.2,0,1,4,1,0,0
2 Series,2018,31990,99,145,38.2,3,0,1,4,1,0,0
Q5,2016,26390,37647,240,42.8,3,0,1,1,0,1,0
Passat,2015,8396,65800,20,70.6,1.6,1,0,1,0,1,0
C Class,2020,39981,4065,145,57.7,2,0,1,1,0,1,0
Octavia,2016,11995,20367,30,58.9,1.4,0,1,4,1,0,0
Aygo,2019,10495,5600,145,56.5,1,1,0,4,1,0,0
Superb,2017,14295,43839,30,62.8,2,0,1,1,0,1,0
I10,2019,9990,25,145,49.6,1,1,0,4,1,0,0
Up,2014,6991,26000,20,60.1,1,1,0,4,1,0,0
Aygo,2018,7925,9995,145,68.9,1,1,0,4,1,0,0
Octavia,2019,14485,4987,145,50.4,1,1,0,4,1,0,0
Karoq,2019,19619,2226,145,47.9,1.6,0,1,1,0,1,0
Yaris,2017,14122,17212,0,78,1.5,0,1,2,0,0,1
Mokka,2018,13000,28630,145,36.7,1.4,1,0,4,1,0,0
Arteon,2019,27981,10301,145,47.1,2,0,1,4,1,0,0
Corsa,2012,3699,104142,125,51.4,1.4,1,0,4,1,0,0
A8,2018,38861,5760,145,37.7,3,0,1,4,1,0,0
A4,2019,27444,6458,145,47.1,2,0,1,1,0,1,0
Verso,2015,12750,43222,165,43.5,1.8,0,1,4,1,0,0
Q2,2019,20000,4999,145,47.1,1,1,0,4,1,0,0
Golf,2015,9850,39147,30,53.3,1.4,1,0,4,1,0,0
X1,2020,31498,1560,145,60.1,2,0,1,1,0,1,0
Corsa,2016,8232,12197,30,55.4,1,1,0,4,1,0,0
I40,2014,6490,59200,30,65.7,1.7,1,0,1,0,1,0
Tucson,2017,14998,13094,125,57.6,1.7,0,1,1,0,1,0
A Class,2019,22980,10562,145,67.3,1.5,0,1,1,0,1,0
Fabia,2018,9995,12500,150,57.7,1,1,0,4,1,0,0
Yaris,2004,2495,100000,160,44.8,1.3,0,1,4,1,0,0
T-Roc,2018,20498,21081,145,53.3,1.5,1,0,4,1,0,0
Kuga,2019,18750,2500,145,37.2,2,0,1,1,0,1,0
4 Series,2019,24250,5758,145,65.7,2,0,1,1,0,1,0
Mokka X,2019,13800,5028,145,39.2,1.4,1,0,4,1,0,0
C-HR,2019,22993,8000,135,74.3,1.8,0,1,2,0,0,1
Yaris,2015,10498,29311,0,78,1.5,0,1,2,0,0,1
Polo,2016,8891,24497,20,58.9,1,1,0,4,1,0,0
4 Series,2014,14291,29000,200,40.9,2,1,0,4,1,0,0
Fiesta,2018,11030,20271,145,65.7,1,1,0,4,1,0,0
Polo,2017,12298,11031,145,60.1,1.2,0,1,4,1,0,0
1 Series,2013,7131,73919,30,65.7,2,1,0,1,0,1,0
Golf,2019,19790,8219,145,43.5,1.5,0,1,4,1,0,0
RAV4,2015,14495,34457,235,39.2,2,0,1,4,1,0,0
I10,2017,7495,27894,145,60.1,1,1,0,4,1,0,0
GLC Class,2017,25800,15334,145,56.5,2.1,0,1,1,0,1,0
Passat,2020,25950,1000,145,52.3,2,0,1,1,0,1,0
Astra,2017,11798,10481,125,51.4,1.4,1,0,4,1,0,0
Adam,2016,7995,13000,125,52.3,1.4,1,0,4,1,0,0
C Class,2016,25290,23274,160,44.1,2,0,1,4,1,0,0
A Class,2015,14298,30084,20,64.2,2.1,0,1,1,0,1,0
3 Series,2014,12080,76587,125,57.6,3,0,1,1,0,1,0
EcoSport,2018,13995,17044,145,54.3,1,1,0,4,1,0,0
Touran,2017,19800,12256,150,51.4,1.4,0,1,4,1,0,0
Yaris,2016,11490,11989,0,78,1.5,0,1,2,0,0,1
Q7,2018,70990,13213,145,37.2,4,0,1,1,0,1,0
A3,2015,8000,91567,20,70.6,1.6,1,0,1,0,1,0
Yaris,2020,16691,1000,145,47.9,1.5,1,0,4,1,0,0
I10,2019,9970,11782,145,57.6,1.2,1,0,4,1,0,0
Ioniq,2019,21995,9852,140,78.5,1.6,0,1,2,0,0,1
B Class,2019,23299,1650,145,55.4,2,0,1,1,0,1,0
Q3,2017,16362,26479,125,50.4,1.4,1,0,4,1,0,0
Prius,2019,24961,2731,135,62.8,1.8,0,1,2,0,0,1
4 Series,2017,17410,37842,145,65.7,2,0,1,1,0,1,0
I10,2019,9491,250,145,49.6,1,1,0,4,1,0,0
Viva,2018,6990,10,145,61.4,1,1,0,4,1,0,0
Mokka X,2019,15298,4384,145,39.2,1.4,1,0,4,1,0,0
Astra,2014,6990,32492,165,44.8,1.6,1,0,4,1,0,0
Q2,2019,20985,3422,145,47.9,1.6,0,1,1,0,1,0
M4,2019,58662,3395,145,34,3,0,1,4,1,0,0
GLC Class,2020,30980,3999,145,34,2,0,1,4,1,0,0
Focus,2014,5995,36500,20,67.3,1.6,1,0,1,0,1,0
Fabia,2019,10995,1479,145,57.7,1,1,0,4,1,0,0
5 Series,2019,27980,5502,150,62.8,2,0,1,1,0,1,0
Q5,2019,36990,4511,145,38.2,2,0,1,1,0,1,0
Tucson,2019,22962,700,145,50.4,1.6,0,1,2,0,0,1
I30,2019,19495,350,145,42.2,1.4,1,0,4,1,0,0
Corsa,2017,8491,10415,150,55.4,1.4,1,0,4,1,0,0
CL Class,2017,16991,43939,20,70.6,2.1,0,1,1,0,1,0
Citigo,2017,5990,27534,145,64.2,1,1,0,4,1,0,0
A3,2016,13250,30928,20,67.3,2,1,0,1,0,1,0
Yaris,2018,13480,10403,135,76.3,1.5,0,1,2,0,0,1
Octavia,2017,12695,32111,150,57.7,1.4,0,1,4,1,0,0
2 Series,2018,18991,1100,145,67.3,2,0,1,1,0,1,0
Kamiq,2020,18499,2046,145,47.1,1.5,1,0,4,1,0,0
RAV4,2019,27790,16360,135,51.1,2.5,0,1,2,0,0,1
I20,2015,7446,26061,30,55.4,1.2,1,0,4,1,0,0
Golf,2019,18490,7483,150,43.5,1.5,0,1,4,1,0,0
Focus,2018,10798,14678,145,61.4,1,1,0,4,1,0,0
Caddy Maxi Life,2018,20990,3961,145,56.5,2,0,1,1,0,1,0
Tucson,2016,16000,20600,260,37.2,1.6,1,0,4,1,0,0
Ioniq,2017,14790,16001,140,78.5,1.6,0,1,2,0,0,1
CLS Class,2019,44498,5428,145,47.9,2.9,0,1,1,0,1,0
Insignia,2018,14270,17544,145,54.3,2,1,0,1,0,1,0
A4,2017,17450,31000,145,70.6,2,1,0,1,0,1,0
C Class,2018,29498,6265,145,54.3,2,0,1,1,0,1,0
A5,2017,22990,14589,30,65.7,2,0,1,1,0,1,0
Kuga,2017,16749,28493,235,38.2,1.5,0,1,4,1,0,0
V Class,2019,44490,1002,145,36.2,2,0,1,1,0,1,0
3 Series,2014,14000,73923,160,52.3,3,0,1,1,0,1,0
Corolla,2019,20990,5000,135,85.6,1.8,0,1,2,0,0,1
Superb,2017,17600,29826,145,61.4,2,0,1,1,0,1,0
Mokka X,2019,15994,716,145,37.2,1.4,0,1,4,1,0,0
A Class,2019,18780,18529,145,65.7,1.5,0,1,1,0,1,0
X5,2015,26000,52936,205,47.1,3,0,1,1,0,1,0
C Class,2017,22995,38471,145,67.3,2.1,0,1,1,0,1,0
Octavia,2020,19690,2689,145,45.6,1.5,0,1,4,1,0,0
Kamiq,2019,16985,997,145,47.9,1,1,0,4,1,0,0
SL CLASS,2019,30182,3988,145,47.1,2,0,1,4,1,0,0
Kuga,2016,15371,13179,240,38.2,1.5,0,1,4,1,0,0
Kona,2019,14298,5034,145,44.1,1,1,0,4,1,0,0
A7,2018,35995,13082,145,39.8,3,0,1,4,1,0,0
B Class,2017,14286,16280,145,68.9,2.1,0,1,1,0,1,0
4 Series,2016,16730,17309,30,62.8,2,1,0,1,0,1,0
1 Series,2018,15224,12102,145,37.7,1.5,1,0,4,1,0,0
Mokka X,2017,12298,8418,160,43.5,1.4,0,1,4,1,0,0
A5,2016,17990,23048,150,53.3,2,0,1,1,0,1,0
Fiesta,2017,8374,17226,145,54.3,1.2,1,0,4,1,0,0
E Class,2018,27242,11397,145,51.4,3,0,1,1,0,1,0
C Class,2019,24495,10000,145,61.4,2,0,1,1,0,1,0
Tucson,2016,12700,45910,200,47.9,2,1,0,1,0,1,0
Yeti Outdoor,2017,13922,11373,150,51.4,1.2,0,1,4,1,0,0
Touareg,2013,15286,61592,300,39.2,3,0,1,1,0,1,0
C Class,2018,23781,25111,145,47.1,2,0,1,4,1,0,0
I20,2019,11680,3084,150,47.9,1,1,0,4,1,0,0
Passat,2012,5975,79000,30,64.2,1.6,1,0,1,0,1,0
Fiesta,2017,9299,20556,145,65.7,1,1,0,4,1,0,0
5 Series,2019,32480,5612,145,60.1,3,0,1,1,0,1,0
Mokka X,2019,13445,10893,145,39.2,1.4,1,0,4,1,0,0
A Class,2019,20998,9651,145,56.5,2,0,1,1,0,1,0
Yaris,2018,9950,20559,150,58.9,1.5,1,0,4,1,0,0
Tiguan,2018,20298,8990,145,46.3,1.4,1,0,4,1,0,0
Adam,2019,10500,232,145,44.8,1.2,1,0,4,1,0,0
Q5,2019,33990,6000,145,38.2,2,0,1,1,0,1,0
Aygo,2018,8995,15174,145,68.9,1,1,0,4,1,0,0
Prius,2016,24500,11748,0,68.9,1.8,0,1,2,0,0,1
Fiesta,2019,17350,4558,145,48.7,1,0,1,4,1,0,0
Yaris,2018,10698,7960,145,58.9,1.5,1,0,4,1,0,0
Polo,2013,6995,33407,125,51.4,1.2,1,0,4,1,0,0
A Class,2017,15790,26993,20,68.9,1.5,1,0,1,0,1,0
Mokka X,2016,9399,27250,145,47.1,1.4,1,0,4,1,0,0
I40,2013,5495,76698,30,62.8,1.7,1,0,1,0,1,0
GT86,2019,24995,2488,145,33.2,2,1,0,4,1,0,0
Auris,2017,16988,9998,0,78.5,1.8,0,1,2,0,0,1
Hilux,2019,24995,17200,260,36.2,2.4,0,1,1,0,1,0
Polo,2017,11495,2495,145,60.1,1,1,0,4,1,0,0
Polo,2016,8690,31573,20,60.1,1,1,0,4,1,0,0
Aygo,2019,8690,2438,145,56.5,1,1,0,4,1,0,0
I40,2016,8270,39703,20,67.3,1.7,1,0,1,0,1,0
5 Series,2019,36875,10,145,53.3,3,0,1,1,0,1,0
I30,2015,6885,59000,0,78.4,1.6,1,0,1,0,1,0
Yaris,2017,10500,23273,145,56.5,1.5,1,0,4,1,0,0
A3,2017,11999,59000,0,74.3,1.6,0,1,1,0,1,0
Citigo,2018,8250,17100,145,65.7,1,1,0,4,1,0,0
Kuga,2016,15975,24300,235,38.2,1.5,0,1,4,1,0,0
5 Series,2013,12791,55642,145,55.4,2,0,1,1,0,1,0
Q3,2017,25312,20323,145,40.4,2,0,1,4,1,0,0
2 Series,2018,16347,11141,145,42.2,1.5,1,0,4,1,0,0
Fiesta,2018,9860,31789,150,65.7,1,1,0,4,1,0,0
Q3,2017,20495,20250,145,54.3,2,1,0,1,0,1,0
Polo,2019,15985,2057,145,52.3,1,1,0,4,1,0,0
S Class,2018,104400,3796,145,31.7,4,0,1,4,1,0,0
Fabia,2019,9995,11125,145,57.7,1,1,0,4,1,0,0
Mokka X,2017,9798,33105,200,42.2,1.6,1,0,4,1,0,0
Up,2017,6295,32058,145,64.2,1,1,0,4,1,0,0
Auris,2018,13995,73000,135,65.6,1.8,0,1,2,0,0,1
Fabia,2019,8290,13773,145,57.7,1,1,0,4,1,0,0
Tucson,2019,15498,13177,150,34.9,1.6,1,0,4,1,0,0
Astra,2019,14994,1000,145,58.9,1.6,1,0,1,0,1,0
Fiesta,2017,9990,28405,0,57.7,1,0,1,4,1,0,0
C Class,2019,24998,15536,145,47.1,1.5,0,1,4,1,0,0
3 Series,2019,27298,8319,145,48.7,2,0,1,1,0,1,0
Focus,2019,17990,9800,145,41.5,1,0,1,4,1,0,0
A3,2017,25990,17775,205,43.5,2,0,1,4,1,0,0
Land Cruiser,2015,29795,32364,325,34.9,3,0,1,1,0,1,0
Tucson,2017,16995,21431,145,58.9,2,1,0,1,0,1,0
Focus,2016,9491,30380,0,74.3,1.5,1,0,1,0,1,0
Fabia,2016,5998,43562,20,60.1,1,1,0,4,1,0,0
X3,2019,31800,6724,150,30.4,2,0,1,4,1,0,0
4 Series,2018,27000,14519,145,50.4,3,0,1,1,0,1,0
A3,2016,15965,32110,125,49.6,2,1,0,4,1,0,0
Octavia,2019,16995,5906,145,55.4,1.5,0,1,4,1,0,0
Fiesta,2018,10520,39794,145,56.5,1,1,0,4,1,0,0
Astra,2019,15995,1500,145,42.8,1.4,0,1,4,1,0,0
C Class,2016,19170,35620,125,52.3,2,0,1,4,1,0,0
Fabia,2019,8933,13596,145,57.7,1,1,0,4,1,0,0
Kodiaq,2019,33850,1136,145,35.3,2,0,1,1,0,1,0
Yaris,2019,11995,6335,145,47.9,1.5,1,0,4,1,0,0
E Class,2019,24780,12669,145,72.4,2,0,1,1,0,1,0
C Class,2018,19998,11468,145,41.5,2,0,1,4,1,0,0
Kodiaq,2019,22990,4404,145,37.7,1.5,0,1,4,1,0,0
Fabia,2016,7450,24310,20,58.8,1,1,0,4,1,0,0
C-HR,2017,19491,55900,0,74.3,1.8,0,1,2,0,0,1
Karoq,2020,17995,1000,145,43.5,1,1,0,4,1,0,0
2 Series,2018,20360,8370,145,36.2,2,0,1,4,1,0,0
Kuga,2016,9800,79662,145,54.3,2,1,0,1,0,1,0
C Class,2016,17902,29607,30,64.2,1.6,0,1,1,0,1,0
2 Series,2019,23975,3013,150,64.2,2,0,1,1,0,1,0
Astra,2019,12498,13874,150,47.9,1.4,1,0,4,1,0,0
Astra,2017,12490,17000,145,51.4,1.4,0,1,4,1,0,0
Auris,2015,12812,53847,0,70.6,1.8,0,1,2,0,0,1
Focus,2016,10991,3125,20,60.1,1,1,0,4,1,0,0
Superb,2020,28332,5000,135,201.8,1.4,0,1,2,0,0,1
Tucson,2019,26995,5000,145,50.4,1.6,0,1,2,0,0,1
Yaris,2017,12980,21254,135,67.3,1.5,0,1,2,0,0,1
Yeti Outdoor,2017,10999,33700,125,51.4,1.2,1,0,4,1,0,0
X1,2017,20980,16717,145,60.1,2,0,1,1,0,1,0
M2,2020,44995,101,150,29.1,3,0,1,4,1,0,0
2 Series,2019,18480,2771,145,44.1,1.5,1,0,4,1,0,0
Kodiaq,2019,22495,11596,145,34,1.5,0,1,4,1,0,0
A4,2019,26444,5800,150,49.6,2,0,1,1,0,1,0
Mokka,2014,6998,42941,205,43.5,1.6,1,0,4,1,0,0
Corsa,2018,7999,5574,145,55.4,1.4,1,0,4,1,0,0
RAV4,2019,32860,4271,135,49.6,2.5,0,1,2,0,0,1
Fiesta,2018,11000,28528,145,65.7,1,1,0,4,1,0,0
Fiesta,2018,10700,8015,145,55.4,1.1,1,0,4,1,0,0
Focus,2018,12190,32340,145,74.3,1.5,1,0,1,0,1,0
Yaris,2017,10995,39066,150,60.1,1.5,0,1,4,1,0,0
Yaris,2014,10495,29090,0,76.3,1.5,0,1,2,0,0,1
Fabia,2019,9965,14055,145,57.7,1,1,0,4,1,0,0
X1,2019,22450,5455,150,39.8,1.5,1,0,4,1,0,0
3 Series,2016,19367,25666,160,51.4,3,0,1,1,0,1,0
Aygo,2019,9990,7640,150,56.5,1,1,0,4,1,0,0
I10,2016,6995,7418,20,60.1,1,1,0,4,1,0,0
Aygo,2017,6995,12114,145,69,1,1,0,4,1,0,0
GLA Class,2018,31490,20320,145,38.2,2,0,1,4,1,0,0
Q7,2018,53850,15426,145,32.1,3,0,1,1,0,1,0
Prius,2019,21500,4000,135,235,1.8,0,1,2,0,0,1
A4,2016,13695,40491,0,72.4,2,0,1,1,0,1,0
Mokka,2014,7295,53150,30,62.8,1.7,1,0,1,0,1,0
E Class,2019,32500,513,145,45.6,2,0,1,1,0,1,0
Verso,2015,13994,19293,200,41.5,1.8,0,1,4,1,0,0
A Class,2018,20855,8279,145,53.3,1.3,0,1,4,1,0,0
E Class,2019,36395,1550,145,57.7,2,0,1,1,0,1,0
Golf,2014,11759,58800,20,67.3,2,1,0,1,0,1,0
Octavia,2017,10998,21015,20,62.8,1,0,1,4,1,0,0
C Class,2018,19991,20027,150,60.1,2.1,0,1,1,0,1,0
Fabia,2019,12495,4573,145,52.3,1,1,0,4,1,0,0
IX20,2017,9690,27185,160,43.5,1.6,0,1,4,1,0,0
A1,2018,14995,34000,145,55.4,1.4,1,0,4,1,0,0
Tiguan,2017,18250,19156,125,58.9,2,1,0,1,0,1,0
I30,2018,11531,35097,145,51.4,1.4,0,1,4,1,0,0
I20,2018,9985,20796,145,45.6,1.4,0,1,4,1,0,0
X1,2015,16995,33184,125,60.1,2,0,1,1,0,1,0
4 Series,2019,31495,4919,150,51.4,3,0,1,1,0,1,0
Focus,2019,18600,10855,145,74.3,1.5,0,1,1,0,1,0
Rapid,2018,10495,15006,145,57.7,1,1,0,4,1,0,0
GLC Class,2016,20871,44482,125,56.5,2.1,0,1,1,0,1,0
C Class,2019,25830,6516,145,60.1,1.6,0,1,1,0,1,0
GLE Class,2017,30498,19605,260,42.8,3,0,1,1,0,1,0
GLS Class,2019,69990,6224,145,30.4,3,0,1,1,0,1,0
Corsa,2017,6280,50246,145,55.4,1.4,1,0,4,1,0,0
Rapid,2013,5495,56000,20,72.4,1.6,1,0,1,0,1,0
Octavia,2017,9610,44540,0,74.3,1.6,1,0,1,0,1,0
Crossland X,2019,13498,5470,145,47.1,1.2,1,0,4,1,0,0
Ioniq,2019,23991,5500,135,78.5,1.6,0,1,2,0,0,1
C Class,2019,29890,1646,145,44.1,2,0,1,4,1,0,0
Tucson,2017,16450,24486,150,39.8,1.6,0,1,4,1,0,0
Kuga,2017,16500,25788,150,54.3,2,0,1,1,0,1,0
Golf,2018,19990,16452,150,60.1,2,1,0,1,0,1,0
3 Series,2015,16410,35219,145,56.5,3,0,1,1,0,1,0
A3,2016,20560,26860,160,44.1,2,0,1,4,1,0,0
4 Series,2015,16990,24450,205,42.8,2,0,1,4,1,0,0
I20,2019,11450,5000,145,47.9,1,1,0,4,1,0,0
A Class,2015,11040,58856,20,68.9,1.5,0,1,1,0,1,0
Tiguan,2017,16950,67000,160,49.6,2,0,1,1,0,1,0
Focus,2019,14995,12075,145,60.1,1,1,0,4,1,0,0
A6,2017,21998,21789,145,61.4,2,0,1,1,0,1,0
Yaris,2018,11398,10997,145,47.1,1.5,1,0,4,1,0,0
Aygo,2020,10750,15,150,57.7,1,1,0,4,1,0,0
